Select a state/territory:,Select a county:,How dry or wet is it?,How much experience do you have with conditions there?,How many times in the past have you seen it like this?,Other,When was it like this in the past?,When was it most recently like this?,How localized or widespread are the conditions you are reporting?,How are crop conditions at this time?,Planting Status,Harvest Status,How are range conditions at this time?,Generator issues,Other,Description and/or caption information,photo_exists,Form Version,What is the date?,Crop production,Other crop production impact,Livestock production,Other,Municipal water supply,Other,Community hydropower,Public and community health,Other,Household,Other,Recreation or tourism,Other,Report other business or industry impact,Other,Fire,Fire - Other,Forestry,Forestry - Other,Wildlife habitat,Wildlife habitat - Other,Freshwater fish,Freshwater fish - Other,Spawning fish,Spawning fish - Other,Display Name,Conditions are normal or wet,x,y
Alabama,Coffee,Severely Dry,null,Once,,2005,,"Coffee County Alabama has not had any significant rain since September 2nd which was 1 inch., August 28 & 29 1 inch
We had regular rain showers thru end of July and the above since that time.",very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,no,,,0,CMOR 2022 NDMC,11/6/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay",,voluntary_conservation,,water_conservation_to_mitigate_impacts,air_quality_dust_pollen,,reduced_outdoor_water_use,,,,,,"more_fire_risk,burn_or_fireworks_bans",,"dead_trees,change_in_fruit_nut_berry_production",,"less_food,less_water,water_quality_reduced",,"warmer_water_temperatures,reduced_fishery_production",,,,Gerald Holifield ,,-85.84263619999855,31.39123199999946
Alabama,Sumter,Severely Dry,20 or more years,Never,,,,Across the county as well as neighboring counties ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.23243694136849,32.7088899729089
Alabama,Morgan,Severely Dry,20 or more years,Never,,,,Everything is very dry around my location. I believe locations north of me have received more moisture but there has been no significant rain here in several months. I had to start feeding hay early October due to loss of forage. Considering significant to moderate cattle herd liquidation.,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,TBN Farms,,-86.65971346292245,34.52088542188861
Alabama,Geneva,Severely Dry,20 or more years,Once,,2000,,Most water sources have dried unless they are spring fed. ,poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,more_fires_than_usual,,,,,,,,,,PCFarms,,-85.5812616457983,31.136773282031665
Alabama,Conecuh,Severely Dry,20 or more years,Twice or more,,,2009,These conditions are affecting the operation of our farm. We are loosing money because we can’t plant winter grazing to run stockers. ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,decreased_stock_weights,mortality,reduced_grazing_on_public_lands,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,,,,,,,,,,,-86.73686376188775,31.50878535286537
Alabama,Montgomery,Moderately Dry,10-20 years,Twice or more,,,,Widespread ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants",,,,,air_quality_dust_pollen,,"dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,,,-86.42129649646877,32.34948380046007
Alabama,Talladega,Severely Dry,20 or more years,Twice or more,,,2022,very widespread,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,"Pasture grasses suffered earlier as summer was winding down. No rain, no re-growth as the grass was grazed. Had to start feeding hay early and purchase supplemental feed to feed also. This becomes another problem when we run out of before the end of feeding months because we had to start early.",0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Wesson Farms,,-86.32876626218591,33.1819087565842
Alabama,Montgomery,Severely Dry,20 or more years,Twice or more,,,2020,All of South and Southwest Montgomery County including northern Crenshaw county,,,,null,,,I am hauling water to one pasture that does not have access to county water.  The watering hole and creek is dried up.  I have had to start paying for water on three other pastures due to no water or very stagnant water in the ponds.,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.35015101467732,32.11364497994707
Alabama,Clay,Severely Dry,10-20 years,Twice or more,,,2017,Widespread ,poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,No rain since September. Started feeding hay/supplemental feed in mid October. There is no grass left in pastures. Haven’t been able to start planting winter annuals.,0,CMOR 2022 NDMC,11/6/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Porter Farm,,-85.70027434317662,33.365933298564954
Alabama,Lauderdale,Severely Dry,20 or more years,Twice or more,,,2022,Fairly widespread from talking to other local farmers ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,purchased_hay,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,Ldrdlrnchr25,,-87.67882087713774,34.906219154260754
Alabama,Jefferson,Severely Dry,less than 5 years,Never,,,,Widespread over most of the upper 1/2 of the state,,,,null,,,Feeder streams have been dry for 2.5 months. No rain in 90 days,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyCreek,,-87.45676591534334,32.40827655601187
Alabama,Henry,Severely Dry,20 or more years,Twice or more,,,2020,Statewide drought,very_poor,later_than_normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-85.39682402526813,31.46832300884105
Alabama,Bibb,Severely Dry,20 or more years,Never,,,,Widespread throughout this area,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,JB,,-87.14079835000472,33.11076100665061
Alabama,,Severely Dry,20 or more years,Twice or more,,,2018,wide,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,roland hester,,-86.27144188937,32.33974502329687
Alabama,,Severely Dry,less than 5 years,Once,,2022,,Localized ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.01663459999853,34.25291729999942
Alabama,Marshall,Severely Dry,10-20 years,Never,,,,Widespread throughout county ,poor,later_than_normal,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed",,low_or_dry_well,,,,,,,,,,,burn_or_fireworks_bans,,,,,,,,,,Farmer75,,-86.17275461562404,34.22670205126851
Alabama,Bibb,Severely Dry,10-20 years,Never,,,,Entire county and surrounding counties,,,,null,,,This cow is standing in a pasture that we normally have a standing hay forage about half knee high to winterize cattle on. As you can see what forage is there is completely dry and deteriorated. We have only had 1 substantial rainfall in the past 2 months. We normally get 3 to 4 hay cuttings a year. We have only had 2 hay cuttings this year.,1,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Elijah James,,-87.23238929999852,32.87012239999943
Alabama,Talladega,Severely Dry,5-10 years,Twice or more,,,2015,Seems like it’s counties wide in our state,poor,normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,reduced_production_due_to_lack_water,,more_fire_risk,,,,,,,,,,,,-85.81762498515546,33.56086698060894
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2007,Far as i can see and everywhere i go in Alabama . ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,DR Farm,,-87.62215999999995,32.99878000000006
Alabama,Cullman,Severely Dry,20 or more years,Twice or more,,,2015,"Very dry in the eastern half of the county, which is all I’ve seen.",,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,melfarmer,,-86.71546302117194,34.16476198200358
Alabama,,Severely Dry,20 or more years,Twice or more,,,2022,Widespread ,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-86.83642402609645,34.90488600214239
Alabama,Escambia,Severely Dry,20 or more years,Never,,,,Widespread ,,,,null,,,,1,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.03659401602884,31.17828698883684
Alabama,Marengo,Moderately Dry,20 or more years,Twice or more,,,2015,Entire BlackBelt region is experiencing severe dry conditions.,,,,null,,,Creeks and low lying areas are almost completely dry and pond and lake conditions are far below normal.,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,TheWalkingH,,-87.79796999999996,32.30671000000008
Alabama,Tuscaloosa,Severely Dry,20 or more years,Never,,,,Widespread  in this area,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,"Very severe.  Loss of 120 acre + clover and winter annual seeding, feeding  hay and supplements  at a early  unsustainable  rate",0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc,other","Hay yield,  loss of winter annuals ","reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,"dry_lawn,increased_power_bill,other","Reduced  garden  yields, plant loss",,,,,"smoke_from_distant_fire,burn_or_fireworks_bans",,,,,,"less_water,water_quality_change,fish_disease_or_mortality",,,,,,-87.44099719999852,33.146145299999446
Alabama,Marshall,Severely Dry,20 or more years,Twice or more,,,2015,Multiple counties ,very_poor,later_than_normal,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,less_water_in_ponds_creeks_etc,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed",,,,,,,,,,,,,,,,,,,,,,,,,-86.11341082965038,34.25722706808291
Alabama,Autauga,Moderately Dry,20 or more years,Twice or more,,,2007,Very widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants",,,,,,,,,,,,,,,,,,,,,,,HVR 1,,-86.54517467487955,32.579492275041126
Alabama,Blount,Severely Dry,less than 5 years,Never,,,,All cattle farmers in Blount county,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.87043315088079,33.920486087945065
Alabama,DeKalb,Severely Dry,20 or more years,Once,,2010,,5 square miles,,,,null,,,2 ponds are dried up. 1 pond is very low. 2 creeks have zero flow. ,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Hillside Farms,,-85.89183515677313,34.231714447768816
Alabama,Montgomery,Moderately Dry,20 or more years,Once,,2013,,Widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-86.30004999999994,32.380150000000064
Alabama,Chilton,Moderately Dry,20 or more years,Twice or more,,,2014,County wide,poor,later_than_normal,later_than_normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,"plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,sold_livestock",,,,,air_quality_dust_pollen,,"dry_lawn,increased_power_bill",,,,reduced_sales,,"more_fires_than_usual,more_fire_risk",,,,less_water,,,,,,,,-86.77587746615251,32.94295652199251
Alabama,Escambia,Severely Dry,10-20 years,Never,,,,,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,"more_fires_than_usual,more_intense_fires,more_fire_risk,burn_or_fireworks_bans",,,,"less_food,less_water,change_in_wetland_bog_swamp_muskeg",,,,,,,,-87.43521941760389,31.254605261329875
Alabama,Geneva,Moderately Dry,5-10 years,Never,,,,County wide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,air_quality_dust_pollen,,dry_lawn,,,,,,more_fire_risk,,,,,,,,,,,,-85.90124510999853,31.050050729999455
Alabama,Cullman,Severely Dry,20 or more years,Twice or more,,,2017,All of North and Central Alabama at least,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,"dry_lawn,increased_power_bill",,,,,,"more_fires_than_usual,smoke_from_distant_fire,burn_or_fireworks_bans",,,,"less_food,less_water",,,,,,,,-86.9628746173512,34.219424850044824
Alabama,Colbert,Severely Dry,less than 5 years,Never,,,,"This severe, Community wide. Though its severe everywhere. All local farms are in distress. Ponds are extremely low. Grass is almost nonexistent. Cattle are getting pneumonia from dusty conditions. All livestock have cracked hoofs from no moisture in the ground.",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,sold_livestock",,,,,air_quality_dust_pollen,,"dry_lawn,increased_power_bill",,,,,,,,change_in_fruit_nut_berry_production,,wildlife_foraging_near_people,,,,,,,,-87.76860196505143,34.57610098858183
Alabama,Walker,Severely Dry,20 or more years,Twice or more,,,2016,,fair,later_than_normal,earlier_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,"more_fires_than_usual,smoke_from_distant_fire,burn_or_fireworks_bans",,,,,,,,,,,,-87.20219999172026,33.8654756014419
Alabama,St. Clair,Moderately Dry,20 or more years,Once,,2007,,The whole county is this way,,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,,,-86.31482120512078,33.49185053737305
Alabama,Choctaw,Severely Dry,20 or more years,Twice or more,,,2021,It’s fairly widespread. I know all across our county is dry and the counties to the west of us. ,very_poor,later_than_normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,Planted Bahai grass for permanent pasture grass. Turned dry and it did not come up. When we did get a little rain I planted rye for winter forage. It came up about an inch and turned dry again. Now it’s dead. Will have to plant again just to have grass for the cows. ,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,erosion,less_water_in_ponds_creeks_etc,other",Plant winter grass during a brief shower. It sprouts and grows to an inch or so then dies from lack of rain. ,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock,erosion",,"water_quality_issues,voluntary_conservation",,,,,"reduced_outdoor_water_use,reduced_indoor_water_use,dry_lawn,increased_power_bill",,,,,,"more_fire_risk,park_or_road_closure,burn_or_fireworks_bans",,"change_in_timing_of_plant_growth,no_new_season_growth_no_new_buds,leaves_discolored_shriveled_burnt,dead_branch_tips_and_or_dead_top,needle_drop_or_sparse_canopy,excessive_cone_production,dead_trees,reduced_diameter_growth_compressed_rings",,"less_food,less_water,change_in_animal_migration,wildlife_foraging_near_people,water_quality_reduced,change_in_wetland_bog_swamp_muskeg",,,,,,ZKfarms,,-88.2813134255207,31.79826279923019
Alabama,Colbert,Severely Dry,20 or more years,Never,,,,Entire county ,very_poor,normal,normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,reduced_yield,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-87.53770219818394,34.71527950749606
Alabama,Lamar,Severely Dry,5-10 years,Never,,,,Widespread,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,"dry_lawn,increased_power_bill",,,,,,,,,,,,,,,,GAC21,,-88.17674106629387,33.80634423678315
Alabama,Cleburne,Moderately Dry,20 or more years,Other,5,,,Local for east central Alabama ,poor,normal,normal,null,,,,0,CMOR 2022 NDMC,11/6/2023,reduced_yield,,,,,,,,,,,,,,,"more_fire_risk,burn_or_fireworks_bans",,"dead_branch_tips_and_or_dead_top,leaf_drop_or_sparse_canopy,needle_drop_or_sparse_canopy,dead_trees",,less_water,,,,,,Farmer Dan,,-85.43014381088679,33.65235828797615
Alabama,Covington,Severely Dry,20 or more years,Twice or more,,,2018,"I am seeing the surrounding counties, all have low water levels, grass is dead,having to feed hay for the last month or so. Streams are dry, rivers low, some ponds dried up. We are also in red  no burning in surrounding counties. Seeing trees turning brown that shouldn't be this time of year. No hay to cut on last cutting of the year, Crops are not producing but half as much as last year or a normal year.",,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.42211499999705,31.458814999999007
Alabama,Walker,Severely Dry,10-20 years,Twice or more,,,2016,Widespread,,,,null,,,Nothing but dead grass in the pastures and no growth on planted winter forages. Soil has no moisture. ,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Tigerstripes,,-87.31769899247107,33.6562760051602
Alabama,Morgan,Moderately Dry,20 or more years,Twice or more,,,2022,Very dry,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,,,-86.80310212546928,34.473765058143165
Alabama,Cullman,Moderately Dry,5-10 years,Once,,2016,,"Fairly widespread in North-Central Alabama, haven't heard of mandatory watering restrictions but the ground is severely dry.  Don't have access to local programming so not aware of water restrictions",,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,Pastures are extremely dry with little growth requiring early supplementation with hay.  Pond is low but not empty due to reduced impact of temperature. Surface streams are dry,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,purchased_hay,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Tigalot,,-86.94044193576111,33.8841876384928
Alabama,Macon,Severely Dry,5-10 years,Twice or more,,,2021,Entire tract ,poor,later_than_normal,later_than_normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,more_invasive_species_plants,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,dry_lawn,,,,,,"more_fire_risk,burn_or_fireworks_bans",,"dead_trees,fewer_saplings_or_reduced_survival,reduced_diameter_growth_compressed_rings,more_invasive_species",,"less_water,invasive_plant_or_animal_species",,,,,,,,-85.66952999999995,32.55693000000007
Alabama,Cherokee,Severely Dry,less than 5 years,Never,,,,widespread,very_poor,normal,later_than_normal,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,dry_lawn,,,,,,burn_or_fireworks_bans,,,,"less_food,less_water",,less_water,,,,Ryan,,-85.56273300299566,34.220847527117556
Alabama,Greene,Moderately Dry,20 or more years,Twice or more,,,2020,Very widespread ,,,,null,,,,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,"more_fires_than_usual,more_fire_risk,smoke_from_distant_fire,burn_or_fireworks_bans",,"leaves_discolored_shriveled_burnt,needle_drop_or_sparse_canopy",,,,,,,,Jtb,,-87.57554677895608,33.264474236507205
Alabama,Hale,Severely Dry,20 or more years,Twice or more,,,2016,This is wide spread in Hale Country central and lower Hale has not had any rain fall.,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc,hauled_water",,,,,,,,,,,,,,,,,,,,,,,Lovell Briggins Jr,,-87.00651373369321,32.5412183103566
Alabama,Perry,Severely Dry,20 or more years,Twice or more,,,2016,"I have land in hale, Perry and Marengo and are grass is gone. Feeding hay and 2 watering ponds have dried up with all them low. ",,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,Extremely dry feeding hay and checking watering ponds every day. Normally don’t feed hay till mid December. Last year had a good stand of rye grass but this year the seed just been laying there no rain to get it up.  ,1,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,hauled_water,sold_livestock",,"low_or_dry_well,water_quality_issues,hauling_water",,,,,,,,,,,,,,,,,,,,,Phil Ballard ,,-87.45071946155666,32.60135064481608
Alabama,Coosa,Moderately Dry,20 or more years,Twice or more,,,,Widespread in surrounding counties ,fair,,,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,,0,CMOR 2022 NDMC,11/6/2023,"reduced_yield,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,more_fire_risk,,,,,,,,,,,,-86.08440304907856,33.06371550085646
Alabama,Etowah,Severely Dry,5-10 years,Once,,2016,,Everyone around me is suffering the same. ,poor,,normal,Poor - Pastures are providing marginal feed; supplemental feeding required.,,,"Extremely low ponds, feeding hay early, having to provide fresh water for animals",0,CMOR 2022 NDMC,11/6/2023,"plant_stress,less_water_in_ponds_creeks_etc",,"reduced_pasture_forage,feeding_hay_early,decreased_stock_weights,less_water_in_ponds_creeks_etc,hauled_water",,,,,,,,,,,,,"more_fires_than_usual,burn_or_fireworks_bans",,,,,,,,,,B&A Ranch,,-86.30016774868196,34.0611033416935
Alabama,Montgomery,Severely Dry,20 or more years,Once,,,,,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc,hauled_water,sold_livestock,other",,"water_quality_issues,hauling_water,other",,,,,,,,,,,,,,,,,"less_water,reduced_streamflow,warmer_water_temperatures,water_quality_change",,,,Melinda Newell,,-86.24167502217072,32.179948013359656
Alabama,Hale,Severely Dry,5-10 years,Once,,2015,,very,,,,null,,,3 to 4 inch cracks in the ground and my pond dried up,0,CMOR 2022 NDMC,11/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.53222829999852,32.605611999999454
Alabama,Baldwin,Severely Dry,20 or more years,Never,,,,Wide spread to Baldwin County and surrounding area,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,"dry_lawn,increased_power_bill",,,,,,"more_fire_risk,burn_or_fireworks_bans",,,,"less_food,less_water,change_in_animal_migration,wildlife_foraging_near_people,water_quality_reduced",,,,,,Horseshoe N Ranch,,-87.66376396998007,30.578421000660597
Alabama,Baldwin,Severely Dry,10-20 years,Never,,,,county wide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,mortality,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Gene Fernandes,,-87.58369999999852,30.483599999999488
Alabama,Geneva,Severely Dry,20 or more years,Twice or more,,,2016,Statewide,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,purchased_hay,more_invasive_species_plants,decreased_stock_weights,animal_stress,reduced_grazing_on_public_lands,less_water_in_ponds_creeks_etc,sold_livestock",,,,,,,,,,,,,,,,,,,,,,,Stan Eldridge,,-85.53214069844755,31.10022895599204
Alabama,Morgan,Severely Dry,20 or more years,Once,,2016,,Widespread ,,,,Very Poor - Pastures provide very little or no feed. Supplemental feeding is required to maintain livestock condition.,,,,0,CMOR 2022 NDMC,11/6/2023,,,"reduced_pasture_forage,feeding_hay_early,supplemental_feed,decreased_stock_weights,animal_stress,less_water_in_ponds_creeks_etc",,,,,,,,,,,,,,,,,,,,,,,Sandy Fields,,-86.99687277577901,34.37681032123121
